ltla,round,mid_round_date,positive,number_samples,m,l,u
Wolverhampton,8,2021-01-14,10,396,2.525252525252525,1.3773388019791115,4.585389248036744
Worcester,7,2020-11-23,4,587,0.6814310051107325,0.26530498246392,1.7388635882943684
Worcester,8,2021-01-14,8,546,1.465201465201465,0.7442690586234291,2.864309105571446
Worthing,7,2020-11-23,3,551,0.5444646098003629,0.18533627129554403,1.588406239152751
Worthing,8,2021-01-14,10,585,1.7094017094017095,0.9311139317365793,3.1177617823550805
Wychavon,7,2020-11-23,2,575,0.34782608695652173,0.09543834007973152,1.2592432745838007
Wychavon,8,2021-01-14,5,553,0.9041591320072333,0.38680351435045524,2.098905586765729
Wyre,7,2020-11-23,4,529,0.7561436672967864,0.29443103558939715,1.9278920634618872
Wyre,8,2021-01-14,3,532,0.5639097744360901,0.19196169403572522,1.6446746204356641
Wyre Forest,7,2020-11-23,6,531,1.1299435028248588,0.5188637768238598,2.4430342883754914
Wyre Forest,8,2021-01-14,7,515,1.3592233009708738,0.6599339294092373,2.7787771676659743
York,7,2020-11-23,3,548,0.5474452554744526,0.18635181892698663,1.5970333659639224
York,8,2021-01-14,8,544,1.4705882352941175,0.7470120780284895,2.87473989076293
